ER_335,Real Isolate ID,Project,Freezer Location,Shelf Number,Box Name,No. glycerol stocks,SILVA classification,Isolation Conditions,Source,Date Isolated,Isolated by; PI,Genome Sequence
191,MBR-172,LDRD- Produced Water Reuse,So-Low Freezer (070A-2235),2.0,PW LDRD- Isolate Glycerol Stock (MBR 155-194),2.0,Rhodobacteraceae,"Marine Agar + 5% NaCl, 30 C",MBR sludge (7/7/2020),2020-08-07,Shwetha Acharya; Romy C./Susannah T.,
192,MBR-173,LDRD- Produced Water Reuse,So-Low Freezer (070A-2235),2.0,PW LDRD- Isolate Glycerol Stock (MBR 155-194),2.0,Roseovarius,"Marine Agar + 5% NaCl, 30 C",MBR sludge (7/7/2020),2020-08-07,Shwetha Acharya; Romy C./Susannah T.,
193,MBR-174,LDRD- Produced Water Reuse,So-Low Freezer (070A-2235),2.0,PW LDRD- Isolate Glycerol Stock (MBR 155-194),2.0,Roseovarius,"Marine Agar + 5% NaCl, 30 C",MBR sludge (7/7/2020),2020-08-07,Shwetha Acharya; Romy C./Susannah T.,
194,MBR-175,LDRD- Produced Water Reuse,So-Low Freezer (070A-2235),2.0,PW LDRD- Isolate Glycerol Stock (MBR 155-194),2.0,Halobacillus,"Marine Agar + 5% NaCl, 30 C",MBR sludge (7/7/2020),2020-08-05,Shwetha Acharya; Romy C./Susannah T.,
195,MBR-176,LDRD- Produced Water Reuse,So-Low Freezer (070A-2235),2.0,PW LDRD- Isolate Glycerol Stock (MBR 155-194),2.0,Marinobacter,"Marine Agar + 5% NaCl, 30 C",MBR sludge (7/7/2020),2020-08-05,Shwetha Acharya; Romy C./Susannah T.,
196,MBR-177,LDRD- Produced Water Reuse,So-Low Freezer (070A-2235),2.0,PW LDRD- Isolate Glycerol Stock (MBR 155-194),2.0,Roseovarius,"Marine Agar + 5% NaCl, 30 C",MBR sludge (7/7/2020),2020-09-02,Shwetha Acharya; Romy C./Susannah T.,
197,MBR-178,LDRD- Produced Water Reuse,So-Low Freezer (070A-2235),2.0,PW LDRD- Isolate Glycerol Stock (MBR 155-194),2.0,Roseovarius,"Marine Agar + 5% NaCl, 30 C",MBR sludge (7/7/2020),2020-09-02,Shwetha Acharya; Romy C./Susannah T.,
198,MBR-179,LDRD- Produced Water Reuse,So-Low Freezer (070A-2235),2.0,PW LDRD- Isolate Glycerol Stock (MBR 155-194),2.0,Roseovarius,"Marine Agar + 5% NaCl, 30 C",MBR sludge (7/7/2020),2020-09-02,Shwetha Acharya; Romy C./Susannah T.,
199,MBR-180,LDRD- Produced Water Reuse,So-Low Freezer (070A-2235),2.0,PW LDRD- Isolate Glycerol Stock (MBR 155-194),2.0,Roseovarius,"Marine Agar + 5% NaCl, 30 C",MBR sludge (7/7/2020),2020-09-02,Shwetha Acharya; Romy C./Susannah T.,
200,MBR-181,LDRD- Produced Water Reuse,So-Low Freezer (070A-2235),2.0,PW LDRD- Isolate Glycerol Stock (MBR 155-194),2.0,Roseovarius,"Marine Agar + 5% NaCl, 30 C",MBR sludge (7/7/2020),2020-09-02,Shwetha Acharya; Romy C./Susannah T.,
201,MBR-182,LDRD- Produced Water Reuse,So-Low Freezer (070A-2235),2.0,PW LDRD- Isolate Glycerol Stock (MBR 155-194),2.0,Roseovarius,"Marine Agar + 5% NaCl, 30 C",MBR sludge (7/7/2020),2020-09-02,Shwetha Acharya; Romy C./Susannah T.,
202,MBR-183,LDRD- Produced Water Reuse,So-Low Freezer (070A-2235),2.0,PW LDRD- Isolate Glycerol Stock (MBR 155-194),2.0,Roseovarius,"Marine Agar + 2.5% NaCl, 30 C",MBR sludge (7/28/2020),2020-09-02,Shwetha Acharya; Romy C./Susannah T.,
203,MBR-184,LDRD- Produced Water Reuse,So-Low Freezer (070A-2235),2.0,PW LDRD- Isolate Glycerol Stock (MBR 155-194),2.0,Roseovarius,"Marine Agar + 2.5% NaCl, 30 C",MBR sludge (7/28/2020),2020-09-02,Shwetha Acharya; Romy C./Susannah T.,
204,MBR-185,LDRD- Produced Water Reuse,So-Low Freezer (070A-2235),2.0,PW LDRD- Isolate Glycerol Stock (MBR 155-194),2.0,Roseovarius,"Marine Agar + 2.5% NaCl, 30 C",MBR sludge (7/28/2020),2020-09-02,Shwetha Acharya; Romy C./Susannah T.,
205,MBR-186,LDRD- Produced Water Reuse,So-Low Freezer (070A-2235),2.0,PW LDRD- Isolate Glycerol Stock (MBR 155-194),2.0,Iodidimonas,"Marine Agar + 2.5% NaCl, 30 C",MBR sludge (7/28/2020),2020-09-02,Shwetha Acharya; Romy C./Susannah T.,
206,MBR-187,LDRD- Produced Water Reuse,So-Low Freezer (070A-2235),2.0,PW LDRD- Isolate Glycerol Stock (MBR 155-194),2.0,Iodidimonas,"Marine Agar + 2.5% NaCl, 30 C",MBR sludge (7/28/2020),2020-09-02,Shwetha Acharya; Romy C./Susannah T.,
207,MBR-188,LDRD- Produced Water Reuse,So-Low Freezer (070A-2235),2.0,PW LDRD- Isolate Glycerol Stock (MBR 155-194),2.0,Roseovarius,"Marine Agar + 2.5% NaCl, 30 C",MBR sludge (7/28/2020),2020-09-02,Shwetha Acharya; Romy C./Susannah T.,
208,MBR-189,LDRD- Produced Water Reuse,So-Low Freezer (070A-2235),2.0,PW LDRD- Isolate Glycerol Stock (MBR 155-194),2.0,Iodidimonas,"Marine Agar + 2.5% NaCl, 30 C",MBR sludge (7/28/2020),2020-09-02,Shwetha Acharya; Romy C./Susannah T.,
209,MBR-190,LDRD- Produced Water Reuse,So-Low Freezer (070A-2235),2.0,PW LDRD- Isolate Glycerol Stock (MBR 155-194),2.0,Roseovarius,"Marine Agar + 2.5% NaCl, 30 C",MBR sludge (7/28/2020),2020-09-02,Shwetha Acharya; Romy C./Susannah T.,
210,MBR-191,LDRD- Produced Water Reuse,So-Low Freezer (070A-2235),2.0,PW LDRD- Isolate Glycerol Stock (MBR 155-194),2.0,Roseovarius,"Marine Agar + 2.5% NaCl, 30 C",MBR sludge (7/28/2020),2020-09-02,Shwetha Acharya; Romy C./Susannah T.,
211,MBR-192,LDRD- Produced Water Reuse,So-Low Freezer (070A-2235),2.0,PW LDRD- Isolate Glycerol Stock (MBR 155-194),2.0,Roseovarius,"Marine Agar + 2.5% NaCl, 30 C",MBR sludge (7/28/2020),2020-09-02,Shwetha Acharya; Romy C./Susannah T.,
212,MBR-193,LDRD- Produced Water Reuse,So-Low Freezer (070A-2235),2.0,PW LDRD- Isolate Glycerol Stock (MBR 155-194),2.0,Marinobacter,"Marine Agar + 2.5% NaCl, 30 C",MBR sludge (7/28/2020),2020-09-02,Shwetha Acharya; Romy C./Susannah T.,
213,MBR-194,LDRD- Produced Water Reuse,So-Low Freezer (070A-2235),2.0,PW LDRD- Isolate Glycerol Stock (MBR 155-194),2.0,Roseovarius,"Marine Agar + 2.5% NaCl, 30 C",MBR sludge (7/28/2020),2020-09-02,Shwetha Acharya; Romy C./Susannah T.,
214,MBR-195,LDRD- Produced Water Reuse,So-Low Freezer (070A-2235),2.0,PW LDRD- Isolate Glycerol Stock (MBR 195-201),2.0,Iodidimonas,"Marine Agar + 2.5% NaCl, 30 C",MBR sludge (7/28/2020),2020-09-02,Shwetha Acharya; Romy C./Susannah T.,
215,MBR-196,LDRD- Produced Water Reuse,So-Low Freezer (070A-2235),2.0,PW LDRD- Isolate Glycerol Stock (MBR 195-201),2.0,Roseovarius,"Marine Agar + 2.5% NaCl, 30 C",MBR sludge (7/28/2020),2020-09-02,Shwetha Acharya; Romy C./Susannah T.,
216,MBR-197,LDRD- Produced Water Reuse,So-Low Freezer (070A-2235),2.0,PW LDRD- Isolate Glycerol Stock (MBR 195-201),2.0,Roseovarius,"Marine Agar + 2.5% NaCl, 30 C",MBR sludge (7/28/2020),2020-09-02,Shwetha Acharya; Romy C./Susannah T.,
217,MBR-198,LDRD- Produced Water Reuse,So-Low Freezer (070A-2235),2.0,PW LDRD- Isolate Glycerol Stock (MBR 195-201),2.0,Roseovarius,"Marine Agar + 2.5% NaCl, 30 C",MBR sludge (7/28/2020),2020-09-02,Shwetha Acharya; Romy C./Susannah T.,
218,MBR-199,LDRD- Produced Water Reuse,So-Low Freezer (070A-2235),2.0,PW LDRD- Isolate Glycerol Stock (MBR 195-201),2.0,Roseovarius,"Marine Agar + 2.5% NaCl, 30 C",MBR sludge (7/28/2020),2020-09-02,Shwetha Acharya; Romy C./Susannah T.,
219,MBR-200,LDRD- Produced Water Reuse,So-Low Freezer (070A-2235),2.0,PW LDRD- Isolate Glycerol Stock (MBR 195-201),2.0,Marinobacter,"Marine Agar + 2.5% NaCl, 30 C",MBR sludge (7/28/2020),2020-09-02,Shwetha Acharya; Romy C./Susannah T.,
220,MBR-201,LDRD- Produced Water Reuse,So-Low Freezer (070A-2235),2.0,PW LDRD- Isolate Glycerol Stock (MBR 195-201),2.0,Roseovarius,"Marine Agar + 2.5% NaCl, 30 C",MBR sludge (7/28/2020),2020-09-02,Shwetha Acharya; Romy C./Susannah T.,
